,bin,Pattern,Start,End
93,chr1_137302718,DAAB,59,62
94,chr1_137302718,AABC,60,63
95,chr1_137302718,BCA,62,64
96,chr1_137346076,AABC,4,7
97,chr1_137346076,AABC,11,14
98,chr1_137346076,CDDE,14,17
99,chr1_137346076,CDDE,24,27
100,chr1_137346076,AABC,30,33
101,chr1_137346076,AABC,46,49
102,chr1_137346076,CDDE,49,52
103,chr1_137356076,ABCDEC,1,6
104,chr1_137356076,HAB,11,13
105,chr1_137356076,ABCDEC,12,17
106,chr1_137356076,ECIFGGJB,16,23
107,chr1_137356076,HAB,28,30
108,chr1_137356076,ABCDEC,29,34
109,chr1_137356076,ECIFGGJB,33,40
110,chr1_137389912,ABCC,1,4
111,chr1_137389912,ADE,9,11
112,chr1_137389912,ADE,19,21
113,chr1_137389912,ABCC,28,31
114,chr1_137389912,CHBC,41,44
115,chr1_137389912,HBCC,42,45
116,chr1_137389912,CHBC,51,54
117,chr1_137389912,HBCC,52,55
118,chr1_137399912,GCA,12,14
119,chr1_137399912,BDBE,16,19
120,chr1_137399912,GCA,21,23
121,chr1_137399912,BDBE,25,28
122,chr1_137399912,HIB,52,54
123,chr1_137399912,BLMJK,54,58
124,chr1_137399912,JKHI,57,60
125,chr1_137399912,HIB,59,61
126,chr1_137399912,IBBL,60,63
127,chr1_137399912,BLMJK,62,66
128,chr1_137399912,JKHI,65,68
129,chr1_137399912,HIB,67,69
130,chr1_137399912,IBBL,68,71
131,chr1_137399912,BLMJK,70,74
132,chr1_137399912,JKHI,73,76
133,chr1_137399912,HIB,75,77
134,chr1_137399912,IBBL,76,79
135,chr1_137399912,BLMJK,78,82
136,chr1_137399912,JKHI,81,84
137,chr1_137399912,HIB,83,85
138,chr1_137399912,HIB,90,92
139,chr1_137399912,BLMJK,92,96
140,chr1_137509493,AABCD,2,6
141,chr1_137509493,CDA,5,7
142,chr1_137509493,DAEI,6,9
143,chr1_137509493,EIFGHAE,8,14
144,chr1_137509493,CDA,17,19
145,chr1_137509493,DAEI,18,21
146,chr1_137509493,KCD,25,27
147,chr1_137509493,CDA,26,28
148,chr1_137509493,ACKC,28,31
149,chr1_137509493,KCD,30,32
150,chr1_137509493,CDA,31,33
151,chr1_137509493,CDA,34,36
152,chr1_137509493,CDA,37,39
153,chr1_137509493,ACKC,39,42
154,chr1_137509493,KCD,41,43
155,chr1_137509493,CDA,42,44
156,chr1_137509493,AABCD,48,52
157,chr1_137509493,CDA,51,53
158,chr1_137509493,DAEI,52,55
159,chr1_137509493,EIFGHAE,54,60
160,chr1_137659434,AECA,9,12
161,chr1_137659434,AABC,13,16
162,chr1_137659434,AABD,20,23
163,chr1_137659434,ABDA,21,24
164,chr1_137659434,AECA,24,27
165,chr1_137659434,AABC,30,33
166,chr1_137659434,AABD,37,40
167,chr1_137659434,ABDA,38,41
168,chr1_137729434,ABFG,1,4
169,chr1_137729434,FGCHDIE,3,9
170,chr1_137729434,IEAB,8,11
171,chr1_137729434,ABFG,10,13
172,chr1_137729434,FGCHDIE,12,18
173,chr1_137729434,IEAB,17,20
174,chr1_137729434,ABFG,19,22
175,chr1_137729434,FGCHDIE,24,30
176,chr1_137729434,IEAB,29,32
177,chr1_137729434,ABFG,31,34
178,chr1_137729434,IEAB,35,38
179,chr1_137729434,ABFG,37,40
180,chr1_137729434,FGCHDIE,39,45
181,chr1_137767871,ACD,6,8
182,chr1_137767871,CDAA,7,10
183,chr1_137767871,ACD,10,12
184,chr1_137767871,CDAA,11,14
185,chr1_137767871,AAFAGB,18,23
186,chr1_137767871,DAAIDJBAAF,25,34
187,chr1_137767871,AAFAGB,32,37
188,chr1_137767871,BAC,37,39
189,chr1_137767871,ACD,38,40
190,chr1_137767871,CDAA,39,42
191,chr1_137767871,ACD,42,44
192,chr1_137767871,BAC,50,52
193,chr1_137767871,ACD,51,53
194,chr1_137767871,CDAA,52,55
195,chr1_137767871,DAAIDJBAAF,53,62
196,chr1_137826801,CDA,5,7
197,chr1_137826801,CDA,15,17
198,chr1_137826801,FHEA,23,26
199,chr1_137826801,FHEA,39,42
200,chr1_137826801,EAFA,41,44
201,chr1_137826801,AAFF,47,50
202,chr1_137826801,AFFGAAF,48,54
203,chr1_137826801,AAFF,52,55
204,chr1_137826801,FHEA,55,58
205,chr1_137826801,EAFA,57,60
206,chr1_137826801,AAFF,63,66
207,chr1_137826801,AFFGAAF,64,70
208,chr1_137826801,AAFF,68,71
209,chr1_137826801,FHEA,71,74
210,chr1_137826801,EAFA,73,76
211,chr1_137826801,AAFF,79,82
212,chr1_137826801,FHEA,82,85
213,chr1_137826801,EAFA,84,87
214,chr1_137826801,AAFF,99,102
215,chr1_137891268,GFABCD,1,6
216,chr1_137891268,DGF,14,16
217,chr1_137891268,DGF,19,21
218,chr1_137891268,GFABCD,20,25
219,chr1_137891268,CDG,24,26
220,chr1_137891268,CDG,36,38
221,chr1_137901268,KGHC,26,29
222,chr1_137901268,HCIF,28,31
223,chr1_137901268,JKG,33,35
224,chr1_137901268,KGHC,34,37
225,chr1_137901268,HCIF,36,39
226,chr1_137901268,JKG,41,43
227,chr1_137901268,KGHC,42,45
228,chr1_137937489,BCDF,5,8
229,chr1_137937489,BCDF,16,19
230,chr1_137947489,BCA,4,6
231,chr1_137947489,BCA,15,17
232,chr1_138114461,CADE,4,7
233,chr1_138114461,EFGH,7,10
234,chr1_138114461,EFGH,17,20
235,chr1_138114461,IJKCA,23,27
236,chr1_138114461,CADE,26,29
237,chr1_138114461,IJKCA,38,42
238,chr10_52811956,ABAB,8,11
239,chr10_52811956,ABC,10,12
240,chr10_52811956,BCDAA,11,15
241,chr10_52811956,ABC,22,24
242,chr10_52811956,ABC,29,31
243,chr10_52811956,BCDAA,30,34
244,chr10_52811956,ABAB,48,51
245,chr10_52821956,ABABCD,1,6
246,chr10_52821956,EAB,8,10
247,chr10_52821956,EAB,17,19
248,chr10_52821956,ABABCD,18,23
249,chr10_52821956,EEHI,36,39
250,chr10_52821956,EEHI,41,44
251,chr10_52821956,BDEE,51,54
252,chr10_52821956,JDEE,60,63
253,chr10_52821956,JDEE,65,68
254,chr10_52821956,EAB,74,76
255,chr10_52821956,BDEE,76,79
256,chr10_52821956,EAB,79,81
257,chr10_52871017,BCD,15,17
258,chr10_52871017,BCD,24,26
259,chr3_84006042,BCDEFGA,11,17
260,chr3_84006042,GAHI,16,19
261,chr3_84006042,BCDEFGA,21,27
262,chr3_84006042,GAHI,26,29
263,chr3_84006042,BCDEFGA,33,39
264,chr3_84016042,ANEBCDEEFGHIJHIKEHLHE,1,21
265,chr3_84016042,ANEBCDEEFGHIJHIKEHLHE,41,61
266,chr3_86309198,ACB,1,3
267,chr3_86309198,CBCD,2,5
268,chr3_86309198,DEFA,5,8
269,chr3_86309198,FAC,7,9
270,chr3_86309198,ACB,8,10
271,chr3_86309198,FAC,14,16
272,chr3_86309198,ACB,15,17
273,chr3_86309198,CBCD,16,19
274,chr3_86309198,DEFA,19,22
275,chr3_86309198,FAC,21,23
276,chr3_86309198,ACB,22,24
277,chr3_86309198,CBCD,23,26
278,chr3_86309198,CBCD,37,40
279,chr3_86309198,GHIJ,45,48
280,chr3_86309198,KCL,50,52
281,chr3_86309198,CLM,51,53
282,chr3_86309198,CLM,56,58
283,chr3_86309198,NOP,61,63
284,chr3_86309198,GHIJ,65,68
285,chr3_86309198,KCL,71,73
286,chr3_86309198,CLM,72,74
287,chr3_86309198,NOP,77,79
288,chr4_106731734,ABCD,1,4
289,chr4_106731734,ABCD,8,11
290,chr4_106731734,CDFEGAB,10,16
291,chr4_106731734,ABCD,15,18
292,chr4_106731734,CDFEGAB,17,23
293,chr4_106731734,ABCD,22,25
294,chr4_106731734,CDFEGAB,24,30
295,chr4_106731734,ABCD,29,32
296,chr4_106731734,CDFEGAB,31,37
297,chr4_106791379,GABCE,1,5
298,chr4_106791379,CED,4,6
299,chr4_106791379,CED,8,10
300,chr4_106791379,EDFGHIJFG,9,17
301,chr4_106791379,GABCE,17,21
302,chr4_106791379,CED,20,22
303,chr4_106791379,EDFGHIJFG,21,29
304,chr4_106791379,EDFGHIJFG,33,41
305,chr4_106801379,ABCFG,2,6
306,chr4_106801379,FGH,5,7
307,chr4_106801379,GHD,6,8
308,chr4_106801379,HDEF,7,10
309,chr4_106801379,FGH,10,12
310,chr4_106801379,HIAB,12,15
311,chr4_106801379,ABCFG,14,18
312,chr4_106801379,FGH,17,19
313,chr4_106801379,GHD,18,20
314,chr4_106801379,HDEF,19,22
315,chr4_106801379,FGH,22,24
316,chr4_106801379,HIAB,24,27
317,chr4_106801379,ABCFG,26,30
318,chr4_106801379,FGH,29,31
319,chr4_106801379,GHD,30,32
320,chr4_106801379,HDEF,31,34
321,chr4_106801379,FGH,36,38
322,chr4_106801379,HIAB,38,41
323,chr4_106801379,ABCFG,40,44
324,chr4_106801379,FGH,43,45
325,chr4_106801379,GHD,44,46
326,chr4_106801379,HDEF,45,48
327,chr4_106801379,FGH,48,50
328,chr4_106801379,HIAB,50,53
329,chr4_106801379,JFG,54,56
330,chr4_106801379,FGH,55,57
331,chr4_106801379,HKJF,63,66
332,chr4_106801379,JFG,65,67
333,chr4_106801379,FGH,66,68
334,chr4_106801379,JFG,70,72
335,chr4_106801379,FGH,71,73
336,chr4_106801379,GHD,72,74
337,chr4_106801379,HKJF,76,79
338,chr4_106801379,JFG,78,80
339,chr4_106801379,FGH,79,81
340,chr4_106801379,GHD,80,82
341,chr4_106821379,EFA,1,3
342,chr4_106821379,FABLC,2,6
343,chr4_106821379,LCF,5,7
344,chr4_106821379,CFGDF,6,10
345,chr4_106821379,EFA,12,14
346,chr4_106821379,FABLC,13,17
347,chr4_106821379,LCF,16,18
348,chr4_106821379,CFGDF,17,21
349,chr4_106821379,FADF,24,27
350,chr4_106821379,JIJMNOKL,30,37
351,chr4_106821379,LCF,37,39
352,chr4_106821379,LCF,42,44
353,chr4_106821379,EFA,46,48
354,chr4_106821379,FABLC,47,51
355,chr4_106821379,LCF,50,52
356,chr4_106821379,CFGDF,51,55
357,chr4_106821379,EFA,57,59
358,chr4_106821379,FABLC,58,62
359,chr4_106821379,LCF,61,63
360,chr4_106821379,CFGDF,62,66
361,chr4_106821379,EFA,68,70
362,chr4_106821379,FADF,69,72
363,chr4_106821379,JIJMNOKL,75,82
364,chr4_106821379,LCF,82,84
365,chr4_106821379,PLC,86,88
366,chr4_106821379,LCF,87,89
367,chr4_106821379,EFA,91,93
368,chr4_106821379,CFA,96,98
369,chr4_106821379,LCF,100,102
370,chr4_106821379,CFA,101,103
371,chr4_106821379,LCF,105,107
372,chr4_106821379,CFA,106,108
373,chr4_106821379,FADF,107,110
374,chr4_106821379,QAK,113,115
375,chr4_106821379,LCF,116,118
376,chr4_106821379,CFA,117,119
377,chr4_106821379,FADF,118,121
378,chr4_106821379,LCF,124,126
379,chr4_106821379,CFA,125,127
380,chr4_106821379,FADF,126,129
381,chr4_106821379,LCF,132,134
382,chr4_106821379,CFA,133,135
383,chr4_106821379,FADF,134,137
384,chr4_106821379,HEQA,138,141
385,chr4_106821379,QAK,140,142
386,chr4_106821379,LCF,143,145
387,chr4_106821379,CFA,144,146
388,chr4_106821379,FADF,145,148
389,chr4_106821379,LCF,151,153
390,chr4_106821379,CFA,152,154
391,chr4_106821379,FADF,153,156
392,chr4_106821379,LCF,159,161
393,chr4_106821379,CFA,160,162
394,chr4_106821379,FADF,161,164
395,chr4_106821379,HEQA,165,168
396,chr4_106821379,QAK,167,169
397,chr4_106821379,LCF,170,172
398,chr4_106821379,CFA,171,173
399,chr4_106821379,FADF,172,175
400,chr4_106821379,HEQA,176,179
401,chr4_106821379,QAK,178,180
402,chr4_106821379,LCF,181,183
403,chr4_106821379,CFA,182,184
404,chr4_106821379,LCF,186,188
405,chr4_106821379,PLC,190,192
406,chr4_106821379,PLC,196,198
407,chr4_106821379,LCS,197,199
408,chr4_106821379,PLC,202,204
409,chr4_106821379,LCS,203,205
410,chr4_106871379,CDE,3,5
411,chr4_106871379,FDE,6,8
412,chr4_106871379,FDE,11,13
413,chr4_106871379,GHB,14,16
414,chr4_106871379,FIGH,17,20
415,chr4_106871379,GHB,19,21
416,chr4_106871379,HBJGK,20,24
417,chr4_106871379,GKCD,23,26
418,chr4_106871379,CDE,25,27
419,chr4_106871379,FIGH,30,33
420,chr4_106871379,GHB,32,34
421,chr4_106871379,HBJGK,33,37
422,chr4_106871379,GKCD,36,39
423,chr4_106871379,CDE,38,40
424,chr4_106871379,GLCD,41,44
425,chr4_106871379,CDE,43,45
426,chr4_106871379,GLCD,46,49
427,chr4_106871379,CDE,48,50
428,chr4_106871379,EGKMGK,50,55
429,chr4_106871379,GKCD,54,57
430,chr4_106871379,CDE,56,58
431,chr4_106871379,EGKMGK,58,63
432,chr4_106871379,GKCD,62,65
433,chr4_106871379,CDE,64,66
434,chr4_106871379,EGKMGK,66,71
435,chr4_106871379,GKCD,70,73
436,chr4_106871379,CDE,72,74
437,chr4_106931057,ABC,2,4
438,chr4_106931057,BCD,3,5
439,chr4_106931057,DEAB,5,8
440,chr4_106931057,ABC,7,9
441,chr4_106931057,BCD,8,10
442,chr4_106931057,DEAB,10,13
443,chr4_106931057,ABC,12,14
444,chr4_106931057,BCF,13,15
445,chr4_106931057,CFDE,14,17
446,chr4_106931057,DEAB,16,19
447,chr4_106931057,ABC,18,20
448,chr4_106931057,BCF,19,21
449,chr4_106931057,CFAB,20,23
450,chr4_106931057,ABC,22,24
451,chr4_106931057,BCF,23,25
452,chr4_106931057,BCF,27,29
453,chr4_106931057,CFDE,28,31
454,chr4_106931057,DEAB,30,33
455,chr4_106931057,ABC,32,34
456,chr4_106931057,BCF,33,35
457,chr4_106931057,CFAB,34,37
458,chr4_106931057,ABC,36,38
459,chr4_106931057,BCD,37,39
460,chr4_106941057,BCD,2,4
461,chr4_106941057,DEFG,4,7
462,chr4_106941057,FGB,6,8
463,chr4_106941057,BCD,8,10
464,chr4_106941057,BCD,12,14
465,chr4_106941057,BCD,16,18
466,chr4_106941057,CDFG,17,20
467,chr4_106941057,FGB,19,21
468,chr4_106941057,BCD,21,23
469,chr4_106941057,BCD,25,27
470,chr4_106941057,CDFG,26,29
471,chr4_106941057,FGB,28,30
472,chr4_106941057,BCD,30,32
473,chr4_106941057,EBGB,33,36
474,chr4_106941057,BCD,36,38
475,chr4_106941057,DEFG,38,41
476,chr4_106941057,FGB,40,42
477,chr4_106941057,BCD,42,44
478,chr4_106941057,EBGB,45,48
479,chr4_106941057,BCD,48,50
480,chr4_106941057,DEFG,50,53
481,chr4_106941057,FGB,52,54
482,chr4_106941057,BCD,54,56
483,chr4_106941057,DEFG,56,59
484,chr4_106941057,FGB,58,60
485,chr4_106941057,BCD,60,62
486,chr4_106941057,DEFG,62,65
487,chr4_106941057,FGB,64,66
488,chr4_106941057,BCD,66,68
489,chr4_106941057,EBGB,69,72
490,chr4_106941057,BCD,72,74
491,chr4_106941057,CDFG,75,78
492,chr4_106941057,FGB,77,79
493,chr4_106961057,AFBC,1,4
494,chr4_106961057,AFBC,5,8
495,chr4_106961057,BCDE,7,10
496,chr4_106961057,DEA,9,11
497,chr4_106961057,EABC,10,13
498,chr4_106961057,BCDE,12,15
499,chr4_106961057,DEA,14,16
500,chr4_106961057,AFBC,16,19
501,chr4_106961057,BCDE,18,21
502,chr4_106961057,DEA,20,22
503,chr4_106961057,AFBC,22,25
504,chr4_106961057,BCDE,24,27
505,chr4_106961057,DEA,26,28
506,chr4_106961057,EABC,27,30
507,chr4_106961057,GEA,31,33
508,chr4_106961057,EABC,32,35
509,chr4_106961057,BCDE,34,37
510,chr4_106961057,DEA,36,38
511,chr4_106961057,GEA,39,41
512,chr4_106961057,EABC,40,43
513,chr4_106961057,BCDE,42,45
514,chr4_106961057,DEA,44,46
515,chr4_106961057,EABC,45,48
516,chr4_106961057,BCDE,47,50
517,chr4_106961057,DEA,49,51
518,chr4_106961057,EABC,50,53
519,chr4_106961057,BCDE,52,55
520,chr4_106961057,DEA,54,56
521,chr4_106961057,DEA,58,60
522,chr4_106961057,EAHI,59,62
523,chr4_106961057,HIJHI,61,65
524,chr4_106961057,HIJHI,67,71
525,chr4_106961057,HIGE,70,73
526,chr4_106961057,GEA,72,74
527,chr4_106961057,EAHI,73,76
528,chr4_106961057,HIJHI,75,79
529,chr4_106961057,HIGE,84,87
530,chr4_106961057,GEA,86,88
531,chr4_106961057,EAHI,87,90
532,chr4_106961057,HIGE,92,95
533,chr4_106961057,GEA,94,96
534,chr4_106961057,EAHI,95,98
535,chr4_106961057,HIGE,97,100
536,chr4_106961057,GEA,99,101
537,chr4_106961057,EAHI,100,103
538,chr4_106961057,HIGE,102,105
539,chr4_106961057,GEA,104,106
540,chr4_106961057,EAHI,105,108
541,chr4_106961057,HIGE,107,110
542,chr4_106961057,GEA,109,111
543,chr4_106961057,EAHI,110,113
544,chr4_106961057,HIGE,112,115
545,chr4_106961057,GEA,114,116
546,chr4_106961057,EAHI,115,118
547,chr4_106991057,DECA,1,4
548,chr4_106991057,CABD,3,6
549,chr4_106991057,BDE,5,7
550,chr4_106991057,DECA,6,9
551,chr4_106991057,CABD,8,11
552,chr4_106991057,BDE,10,12
553,chr4_106991057,DECA,11,14
554,chr4_106991057,CABD,13,16
555,chr4_106991057,BDE,15,17
556,chr4_106991057,DECA,16,19
557,chr4_106991057,CABD,18,21
558,chr4_106991057,BDE,20,22
559,chr4_106991057,DECA,21,24
560,chr4_106991057,CABD,23,26
561,chr4_106991057,BDE,25,27
562,chr4_106991057,DECA,26,29
563,chr4_106991057,CABD,28,31
564,chr4_106991057,BDE,30,32
565,chr4_106991057,DECA,31,34
566,chr4_106991057,CABD,33,36
567,chr4_106991057,CABD,38,41
568,chr4_106991057,BDE,40,42
569,chr4_254822284,DAB,6,8
570,chr4_254822284,BCD,18,20
571,chr4_254822284,DAB,20,22
572,chr4_254822284,BCD,22,24
573,chr4_254822284,DAB,24,26
574,chr4_254822284,BCD,28,30
575,chr4_254884367,ABAB,1,4
576,chr4_254884367,BABA,2,5
577,chr4_254884367,ABAB,5,8
578,chr4_254884367,BABA,6,9
579,chr4_254884367,ABAB,9,12
580,chr4_254884367,BABA,10,13
581,chr4_254884367,CDBA,15,18
582,chr4_254884367,BABA,17,20
583,chr4_254884367,ABAB,18,21
584,chr4_254884367,BABA,21,24
585,chr4_254884367,ABAB,22,25
586,chr4_254884367,BABA,25,28
587,chr4_254884367,ABAB,26,29
588,chr4_254884367,CDBA,32,35
589,chr4_254894367,ABABCDEB,1,8
590,chr4_254894367,ABABCDEB,11,18
591,chr4_254935607,ABAB,1,4
592,chr4_254935607,BABAAC,2,7
593,chr4_254935607,ABAB,8,11
594,chr4_254935607,BABAAC,9,14
595,chr4_254945607,CDEFG,4,8
596,chr4_254945607,CDEFG,19,23
597,chr4_254955607,AFDEACA,8,14
598,chr4_254955607,ACAC,12,15
599,chr4_254955607,AFDEACA,16,22
600,chr4_254955607,ACAC,20,23
601,chr4_254955607,ACAC,33,36
602,chr4_255021093,ABCB,1,4
603,chr4_255021093,ABCB,5,8
604,chr4_255021093,CBDABE,7,12
605,chr4_255021093,BEC,11,13
606,chr4_255021093,CBDABE,13,18
607,chr4_255021093,BEC,17,19
608,chr4_255021093,ECFABAB,18,24
609,chr4_255021093,ABCB,23,26
610,chr4_255021093,BEC,26,28
611,chr4_255021093,ECFABAB,27,33
612,chr4_255021093,ABCB,32,35
613,chr4_255031093,ABC,2,4
614,chr4_255031093,BCDA,3,6
615,chr4_255031093,DAB,5,7
616,chr4_255031093,ABC,6,8
617,chr4_255031093,BCDA,7,10
618,chr4_255031093,DAB,14,16
619,chr4_255031093,ABC,15,17
620,chr4_255031093,BCDA,19,22
621,chr4_255031093,DAB,21,23
622,chr4_255031093,ABC,22,24
623,chr4_255031093,BCDA,27,30
624,chr4_255031093,DAB,29,31
625,chr4_255031093,ABC,30,32
626,chr4_255041093,ABCBAB,5,10
627,chr4_255041093,ABCBAB,23,28
628,chr4_255071093,ABCD,2,5
629,chr4_255071093,CDAB,4,7
630,chr4_255071093,ABCD,6,9
631,chr4_255071093,CDAB,8,11
632,chr4_255071093,ABCD,10,13
633,chr4_255071093,CDAB,12,15
634,chr4_255081093,ACDA,8,11
635,chr4_255081093,ACDA,15,18
636,chr4_255081093,DAFBA,17,21
637,chr4_255081093,FBADA,19,23
638,chr4_255081093,DAFBA,22,26
639,chr4_255081093,FBADA,24,28
640,chr4_255149656,ABCD,1,4
641,chr4_255149656,CDAB,3,6
642,chr4_255149656,ABCD,5,8
643,chr4_255149656,CDAB,9,12
644,chr4_255159656,ABAC,1,4
645,chr4_255159656,ACAB,3,6
646,chr4_255159656,ABAC,5,8
647,chr4_255159656,ACAB,9,12
648,chr4_255159656,ABAB,11,14
649,chr4_255159656,ABAC,13,16
650,chr4_255159656,ACAB,15,18
651,chr4_255159656,ABAC,17,20
652,chr4_255159656,ACAB,21,24
653,chr4_255159656,ABAB,23,26
654,chr4_255159656,ABAC,27,30
655,chr4_255159656,ACAB,29,32
656,chr4_255179656,ABC,2,4
657,chr4_255179656,CDA,7,9
658,chr4_255179656,ABC,9,11
659,chr4_255179656,CDA,11,13
660,chr4_255179656,ABC,15,17
661,chr4_255179656,CDCD,17,20
662,chr4_255179656,ABC,22,24
663,chr4_255179656,CDCD,24,27
664,chr4_255179656,CDA,26,28
665,chr4_255179656,ABC,28,30
666,chr4_255179656,CDA,30,32
667,chr4_255179656,CDCGB,47,51
668,chr4_255179656,CDCGB,52,56
669,chr4_255179656,CDCD,57,60
670,chr4_255199656,ABC,1,3
671,chr4_255199656,ABC,4,6
672,chr4_255219656,BAC,9,11
673,chr4_255219656,BAC,13,15
674,chr4_255219656,ABAB,16,19
675,chr4_255219656,ABAB,21,24
676,chr4_255229656,ABC,1,3
677,chr4_255229656,BCDB,2,5
678,chr4_255229656,DBAA,4,7
679,chr4_255229656,EAB,8,10
680,chr4_255229656,ABC,9,11
681,chr4_255229656,BCDB,10,13
682,chr4_255229656,DBAA,12,15
683,chr4_255229656,DBAA,18,21
684,chr4_255229656,ABC,22,24
685,chr4_255229656,EAB,25,27
686,chr4_255229656,EAB,30,32
687,chr4_255229656,ABAE,31,34
688,chr4_255229656,BAEA,32,35
689,chr4_255229656,EAB,34,36
690,chr4_255229656,ABAE,35,38
691,chr4_255229656,BAEA,36,39
692,chr4_255229656,EAB,38,40
693,chr4_255229656,ABAE,39,42
694,chr4_255229656,BAEA,40,43
695,chr4_255279656,ABCABA,7,12
696,chr4_255279656,ABADAB,10,15
697,chr4_255279656,ABCABA,14,19
698,chr4_255279656,ABADAB,17,22
699,chr4_255279656,ABAB,21,24
700,chr4_255279656,ABCABA,27,32
701,chr4_255279656,ABAB,39,42
702,chr4_255448444,BCDE,2,5
703,chr4_255448444,BCDE,7,10
704,chr4_255581003,ABAB,2,5
705,chr4_255581003,ABAB,6,9
706,chr4_255581003,ABAB,10,13
707,chr4_255581003,ABAB,14,17
708,chr4_255581003,ABAB,21,24
709,chr4_255581003,BABD,24,27
710,chr4_255581003,BDBA,26,29
711,chr4_255581003,BABD,28,31
712,chr4_255581003,BDBA,32,35
713,chr4_255591003,BAC,3,5
714,chr4_255591003,CDB,5,7
715,chr4_255591003,BAC,10,12
716,chr4_255591003,CDB,12,14
717,chr4_255591003,CDB,17,19
718,chr4_255591003,BAC,23,25
719,chr4_255591003,CDCD,25,28
720,chr4_255591003,CDB,27,29
721,chr4_255591003,BAFBGGAC,29,36
722,chr4_255591003,CDCD,36,39
723,chr4_255591003,CDB,40,42
724,chr4_255591003,BAFBGGAC,42,49
725,chr4_255591003,CDCD,49,52
726,chr4_255611003,ABCAB,1,5
727,chr4_255611003,ABAB,4,7
728,chr4_255611003,ABCAB,6,10
729,chr4_255611003,ABDB,9,12
730,chr4_255611003,DBAB,11,14
731,chr4_255611003,ABDB,13,16
732,chr4_255611003,DBAB,15,18
733,chr4_255611003,ABAB,21,24
734,chr4_255611003,ABDB,23,26
735,chr4_255611003,ABDB,30,33
736,chr4_255611003,DBAB,32,35
737,chr4_255611003,ABDB,34,37
738,chr4_255611003,DBAB,36,39
739,chr4_255631003,ABC,1,3
740,chr4_255631003,BCDCD,2,6
741,chr4_255631003,DCDAB,4,8
