,bin,Pattern,Start,End
97,chr10_143268496,ABC,27,29
98,chr10_143268496,BCA,28,30
99,chr10_143268496,ABC,30,32
100,chr10_143268496,BCA,31,33
101,chr10_143268496,ABC,33,35
102,chr10_143268496,BCA,34,36
103,chr10_143268496,ABC,36,38
104,chr10_143268496,BCA,37,39
105,chr10_143268496,ABC,39,41
106,chr10_143268496,BCA,40,42
107,chr10_143268496,ABC,42,44
108,chr10_143268496,BCA,43,45
109,chr10_143394924,ABC,2,4
110,chr10_143394924,ABC,5,7
111,chr10_143394924,ABC,8,10
112,chr10_143444931,ABC,2,4
113,chr10_143444931,BCAB,3,6
114,chr10_143444931,BCAB,7,10
115,chr10_143444931,ABC,9,11
116,chr10_143478629,BCDEFGD,3,9
117,chr10_143478629,BCDEFGD,10,16
118,chr10_143488629,BAC,4,6
119,chr10_143488629,ACAC,5,8
120,chr10_143488629,BAC,9,11
121,chr10_143488629,ACAC,10,13
122,chr10_143488629,BAC,14,16
123,chr10_143488629,CBCB,16,19
124,chr10_143488629,BAC,21,23
125,chr10_143488629,BAC,24,26
126,chr10_143488629,CBCB,26,29
127,chr10_143488629,CAB,39,41
128,chr10_143488629,CAB,46,48
129,chr10_143582551,ABC,1,3
130,chr10_143582551,BCA,2,4
131,chr10_143582551,ABC,4,6
132,chr10_143582551,BCA,5,7
133,chr10_143582551,ABC,7,9
134,chr10_143582551,BCBC,8,11
135,chr10_143582551,BCA,10,12
136,chr10_143582551,ABC,12,14
137,chr10_143582551,BCA,13,15
138,chr10_143582551,ABC,15,17
139,chr10_143582551,BCBC,16,19
140,chr10_143582551,BCA,18,20
141,chr10_143582551,ABC,20,22
142,chr10_143582551,BCBC,21,24
143,chr10_143582551,BCA,23,25
144,chr10_143582551,ABC,25,27
145,chr10_143582551,BCA,26,28
146,chr10_143582551,ABC,28,30
147,chr10_143582551,BCA,29,31
148,chr10_143777272,ABC,1,3
149,chr10_143777272,CAB,3,5
150,chr10_143777272,ABC,4,6
151,chr10_143777272,CAB,6,8
152,chr10_143777272,ABC,7,9
153,chr10_143777272,CAB,9,11
154,chr10_143777272,ABC,10,12
155,chr10_143777272,CAB,12,14
156,chr10_143807272,CBDEF,14,18
157,chr10_143807272,DEFCB,16,20
158,chr10_143807272,CBDEF,19,23
159,chr10_143807272,DEFCB,21,25
160,chr10_143807272,CBDEF,24,28
161,chr10_143807272,DEFCB,26,30
162,chr10_143869831,BCA,6,8
163,chr10_143869831,CAB,7,9
164,chr10_143869831,BCA,9,11
165,chr10_143869831,CAB,10,12
166,chr10_143978942,CAD,4,6
167,chr10_143978942,CAD,12,14
168,chr10_143978942,DCE,14,16
169,chr10_143978942,EDC,16,18
170,chr10_143978942,EDC,28,30
171,chr10_143978942,DCE,29,31
172,chr10_144117112,ABCB,2,5
173,chr10_144117112,CBD,4,6
174,chr10_144117112,BDBD,5,8
175,chr10_144117112,BDC,7,9
176,chr10_144117112,ABCB,14,17
177,chr10_144117112,CBD,16,18
178,chr10_144117112,BDBD,17,20
179,chr10_144117112,BDC,19,21
180,chr10_144117112,CBD,21,23
181,chr10_144117112,CBD,25,27
182,chr10_144117112,BDC,26,28
183,chr10_144127112,ABC,9,11
184,chr10_144127112,ABC,12,14
185,chr10_144127112,ABC,15,17
186,chr10_144127112,ABC,18,20
187,chr10_144127112,ABC,21,23
188,chr10_144127112,ABC,24,26
189,chr10_144127112,ABC,27,29
190,chr10_144314096,BAC,21,23
191,chr10_144314096,BAC,24,26
192,chr10_144314096,BAC,29,31
193,chr10_144454449,CBA,16,18
194,chr10_144454449,CBA,19,21
195,chr10_144464449,ABCDFA,2,7
196,chr10_144464449,FAE,6,8
197,chr10_144464449,AEFA,7,10
198,chr10_144464449,FAE,9,11
199,chr10_144464449,AEAB,10,13
200,chr10_144464449,AEFA,15,18
201,chr10_144464449,FAE,17,19
202,chr10_144464449,AEAB,18,21
203,chr10_144464449,ABCDFA,20,25
204,chr10_144464449,FAE,24,26
205,chr10_144464449,AEFA,25,28
206,chr10_144464449,FAE,27,29
207,chr10_144914678,ABC,2,4
208,chr10_144914678,BCA,3,5
209,chr10_144914678,ABC,5,7
210,chr10_144914678,BCA,6,8
211,chr10_144914678,BCA,10,12
212,chr10_144914678,ABC,12,14
213,chr10_144914678,BCA,13,15
214,chr10_144914678,ABC,15,17
215,chr10_144934678,AADEFAGHIA,20,29
216,chr10_144934678,AADEFAGHIA,30,39
217,chr10_145026263,CBA,12,14
218,chr10_145026263,CBA,15,17
219,chr10_145142199,ABC,1,3
220,chr10_145142199,BCA,2,4
221,chr10_145142199,CAB,3,5
222,chr10_145142199,CAB,9,11
223,chr10_145142199,BCA,14,16
224,chr10_145142199,CAB,15,17
225,chr10_145142199,ABC,16,18
226,chr10_145142199,BCA,17,19
227,chr10_145152199,AAEB,41,44
228,chr10_145152199,AAEB,51,54
229,chr10_145172199,ABBA,2,5
230,chr10_145172199,ABBA,14,17
231,chr10_145367967,BAC,4,6
232,chr10_145367967,BAC,7,9
233,chr10_145394434,BDE,5,7
234,chr10_145394434,DEF,6,8
235,chr10_145394434,BDE,9,11
236,chr10_145394434,DEF,10,12
237,chr10_145394434,EFGA,11,14
238,chr10_145394434,DEF,19,21
239,chr10_145394434,EFGA,20,23
240,chr10_145526244,ABC,9,11
241,chr10_145526244,CAB,11,13
242,chr10_145526244,ABC,12,14
243,chr10_145526244,CAB,14,16
244,chr10_145526244,ABC,15,17
245,chr10_145526244,CAB,17,19
246,chr10_145526244,ABC,18,20
247,chr10_145526244,CAB,20,22
248,chr10_145526244,ABC,21,23
249,chr10_145526244,CAB,23,25
250,chr10_145526244,ABC,24,26
251,chr10_145526244,CAB,27,29
252,chr10_145526244,ABC,28,30
253,chr10_145631607,ABC,1,3
254,chr10_145631607,CAB,3,5
255,chr10_145631607,ABC,4,6
256,chr10_145631607,CAB,6,8
257,chr10_145631607,ABC,7,9
258,chr10_145631607,CAB,9,11
259,chr10_145631607,ABC,10,12
260,chr10_145631607,CAB,12,14
261,chr10_145631607,ABAB,13,16
262,chr10_145631607,ABC,15,17
263,chr10_145631607,CAB,17,19
264,chr10_145631607,ABAB,18,21
265,chr10_145631607,ABC,20,22
266,chr10_145631607,CAB,22,24
267,chr10_145631607,ABC,23,25
268,chr10_145631607,CAB,25,27
269,chr10_145641607,ABC,1,3
270,chr10_145641607,ABC,4,6
271,chr10_145848885,BCD,2,4
272,chr10_145848885,BCD,5,7
273,chr10_145848885,BCD,8,10
274,chr10_145848885,CDEBF,9,13
275,chr10_145848885,CDEBF,14,18
276,chr10_145848885,CDEBF,19,23
277,chr10_145848885,BCD,26,28
278,chr10_145858885,BCD,2,4
279,chr10_145858885,BCD,5,7
280,chr10_145858885,BCD,8,10
281,chr10_145858885,BCD,11,13
282,chr10_145858885,BCD,14,16
283,chr10_145858885,BCD,17,19
284,chr10_145858885,BCD,20,22
285,chr10_145858885,BCD,23,25
286,chr10_145858885,BCD,26,28
287,chr10_145868885,ABC,2,4
288,chr10_145868885,BCA,3,5
289,chr10_145868885,ABC,5,7
290,chr10_145868885,BCA,6,8
291,chr10_146054153,BCD,2,4
292,chr10_146054153,BCD,5,7
293,chr10_146054153,BCD,8,10
294,chr10_146054153,BCD,11,13
295,chr10_146054153,BCD,14,16
296,chr10_146054153,BCD,17,19
297,chr10_146054153,BCD,20,22
298,chr10_150498276,ACB,17,19
299,chr10_150498276,CBA,20,22
300,chr10_150498276,BAC,21,23
301,chr10_150498276,ACB,22,24
302,chr10_150498276,CBA,23,25
303,chr10_150498276,BAC,24,26
304,chr10_150498276,ACB,25,27
305,chr10_150498276,BAC,28,30
306,chr10_150498276,ACB,29,31
307,chr10_150498276,CBA,30,32
308,chr10_150498276,BAC,31,33
309,chr10_155944797,ABC,1,3
310,chr10_155944797,CAB,3,5
311,chr10_155944797,ABC,4,6
312,chr10_155944797,CAB,6,8
313,chr10_155944797,ABC,7,9
314,chr10_155944797,CAB,9,11
315,chr10_155954797,ABC,2,4
316,chr10_155954797,BCA,3,5
317,chr10_155954797,CAB,4,6
318,chr10_155954797,ABC,5,7
319,chr10_155954797,BCA,8,10
320,chr10_155954797,CAB,9,11
321,chr10_155954797,ABC,10,12
322,chr10_155954797,BCA,11,13
323,chr10_155954797,CAB,12,14
324,chr10_155954797,ABC,13,15
325,chr10_155954797,BCA,14,16
326,chr10_155954797,CAB,15,17
327,chr10_155964797,ABC,2,4
328,chr10_155964797,BCA,3,5
329,chr10_155964797,CAB,4,6
330,chr10_155964797,ABC,5,7
331,chr10_155964797,CAB,9,11
332,chr10_155964797,ABC,10,12
333,chr10_155964797,BCA,11,13
334,chr10_155964797,CAB,12,14
335,chr10_155964797,ABC,13,15
336,chr10_155964797,BCA,14,16
337,chr10_155964797,CAB,15,17
338,chr10_155964797,ABC,16,18
339,chr10_155964797,BCA,17,19
340,chr10_155964797,CAB,18,20
341,chr10_155964797,ABC,19,21
342,chr10_155964797,BCA,20,22
343,chr10_155964797,CAB,21,23
344,chr10_155964797,ABC,22,24
345,chr10_155964797,BCA,23,25
346,chr10_155964797,CAB,24,26
347,chr10_155964797,ABC,25,27
348,chr10_155964797,BCA,26,28
349,chr10_156008527,ABC,2,4
350,chr10_156008527,CAB,4,6
351,chr10_156008527,ABC,5,7
352,chr10_156008527,CAB,7,9
353,chr10_156008527,ABC,8,10
354,chr10_156008527,CAB,10,12
355,chr10_156008527,ABC,11,13
356,chr10_156008527,CAB,13,15
357,chr10_156008527,ABC,14,16
358,chr10_156008527,CAB,16,18
359,chr10_156008527,ABC,17,19
360,chr10_156008527,CAB,19,21
361,chr10_156008527,ABC,20,22
362,chr10_156008527,CAB,22,24
363,chr10_156008527,ABC,23,25
364,chr10_156008527,CAB,25,27
365,chr10_156008527,ABC,26,28
366,chr10_156008527,CAB,28,30
367,chr10_156008527,ABC,29,31
368,chr10_156008527,CAB,31,33
369,chr10_156008527,ABC,32,34
370,chr10_156008527,ABC,51,53
371,chr10_156008527,CAB,53,55
372,chr10_156211587,ABC,3,5
373,chr10_156211587,CBA,14,16
374,chr10_156211587,BAC,15,17
375,chr10_156211587,CBA,17,19
376,chr10_156211587,BAC,18,20
377,chr10_156211587,BAC,22,24
378,chr10_156211587,CBA,24,26
379,chr10_156211587,BAC,25,27
380,chr10_156211587,CAB,47,49
381,chr10_156211587,ABC,48,50
382,chr10_156211587,BCA,49,51
383,chr10_156211587,CAB,50,52
384,chr10_156211587,ABC,51,53
385,chr10_156211587,BCA,59,61
386,chr10_156296295,ABC,1,3
387,chr10_156296295,ABDB,4,7
388,chr10_156296295,ABC,9,11
389,chr10_156296295,ABC,12,14
390,chr10_156296295,ABDB,15,18
391,chr10_156296295,ABDB,20,23
392,chr10_156316295,ABC,3,5
393,chr10_156316295,BCA,4,6
394,chr10_156316295,CAB,5,7
395,chr10_156316295,ABC,6,8
396,chr10_156316295,BCA,7,9
397,chr10_156316295,CAB,8,10
398,chr10_156316295,ABC,9,11
399,chr10_156316295,CAB,13,15
400,chr10_156316295,ABC,14,16
401,chr10_156316295,BCA,15,17
402,chr10_156316295,CAB,16,18
403,chr10_156316295,ABC,17,19
404,chr10_156316295,BCA,18,20
405,chr10_156316295,CAB,19,21
406,chr10_156316295,ABC,20,22
407,chr10_156316295,BCA,21,23
408,chr10_156316295,CAB,22,24
409,chr10_156316295,BCA,27,29
410,chr10_156316295,CAB,28,30
411,chr10_156316295,ABC,29,31
412,chr10_156316295,BCA,30,32
413,chr10_156584593,ABC,2,4
414,chr10_156584593,BCA,3,5
415,chr10_156584593,ABC,5,7
416,chr10_156584593,BCA,6,8
417,chr10_156584593,ABC,8,10
418,chr10_156584593,BCA,9,11
419,chr10_156584593,ABC,11,13
420,chr10_156584593,BCA,12,14
421,chr10_156584593,ABC,14,16
422,chr10_156584593,BCA,15,17
423,chr10_156584593,ABC,17,19
424,chr10_156584593,BCA,18,20
425,chr10_156594593,ABC,1,3
426,chr10_156594593,CADBC,3,7
427,chr10_156594593,ABC,8,10
428,chr10_156594593,CADBC,10,14
429,chr10_156889923,CBA,10,12
430,chr10_156889923,CBA,16,18
431,chr10_156929923,ABC,2,4
432,chr10_156929923,ABC,5,7
433,chr10_156929923,CBA,11,13
434,chr10_156929923,CBA,14,16
435,chr10_156929923,CBA,17,19
436,chr10_156929923,ACADCCB,19,25
437,chr10_156929923,CBA,24,26
438,chr10_156929923,ACADCCB,26,32
439,chr10_156929923,CBA,31,33
440,chr10_156929923,CBA,34,36
441,chr10_157009923,ABCDE,21,25
442,chr10_157009923,ABCDE,32,36
443,chr10_157109325,ABC,1,3
444,chr10_157109325,BCA,2,4
445,chr10_157109325,ABC,4,6
446,chr10_157109325,BCA,5,7
447,chr10_157109325,ABC,11,13
448,chr10_157109325,BCA,12,14
449,chr10_157109325,ABC,19,21
450,chr10_157109325,BCA,20,22
451,chr10_157149325,ABJCDKEAFGHA,6,17
452,chr10_157149325,ABJCDKEAFGHA,20,31
453,chr10_157191533,ABBA,2,5
454,chr10_157191533,ABBA,13,16
455,chr10_157191533,BABC,15,18
456,chr10_157191533,ABBA,27,30
457,chr10_157191533,BABC,29,32
458,chr10_157191533,ABBA,33,36
459,chr10_157191533,BABC,35,38
460,chr10_157279350,ABC,3,5
461,chr10_157279350,ABC,6,8
462,chr10_157279350,ABC,9,11
463,chr10_157279350,ABC,12,14
464,chr10_157279350,ABC,15,17
465,chr10_157289350,BCAB,2,5
466,chr10_157289350,BCAB,20,23
467,chr10_157299350,CAB,4,6
468,chr10_157299350,CAB,7,9
469,chr10_157309350,ABC,1,3
470,chr10_157309350,ABC,4,6
471,chr10_157309350,ABC,7,9
472,chr10_157309350,ABC,10,12
473,chr10_157309350,ABC,13,15
474,chr10_157560383,ABC,2,4
475,chr10_157560383,CAB,4,6
476,chr10_157560383,ABC,5,7
477,chr10_157560383,CAB,9,11
478,chr10_157560383,ABC,10,12
479,chr10_157560383,CAB,12,14
480,chr10_157560383,ABC,13,15
481,chr10_157560383,CAB,15,17
482,chr10_157560383,ABC,16,18
483,chr10_157560383,CAB,18,20
484,chr10_157560383,ABC,19,21
485,chr10_157560383,CAB,21,23
486,chr10_157560383,ABC,22,24
487,chr10_157560383,CAB,24,26
488,chr10_157893370,ABC,1,3
489,chr10_157893370,CAB,3,5
490,chr10_157893370,ABC,4,6
491,chr10_157893370,CAB,6,8
492,chr10_157903370,ABC,1,3
493,chr10_157903370,CAB,3,5
494,chr10_157903370,ABC,4,6
495,chr10_157903370,CAB,6,8
496,chr10_157903370,ABC,7,9
497,chr10_157903370,CAB,9,11
498,chr10_157903370,ABC,10,12
499,chr10_157903370,CAB,12,14
500,chr10_157903370,ABC,13,15
501,chr10_157903370,CAB,15,17
502,chr10_157903370,ABC,16,18
503,chr10_157903370,CAB,18,20
504,chr10_157923370,ABC,2,4
505,chr10_157923370,CAB,4,6
506,chr10_157923370,ABC,5,7
507,chr10_157923370,CAB,7,9
508,chr10_157923370,ABC,8,10
509,chr10_157923370,CAB,12,14
510,chr10_157923370,ABC,13,15
511,chr10_157923370,CAB,15,17
512,chr10_157923370,ABC,16,18
513,chr10_157923370,CAB,18,20
514,chr10_157923370,ABC,19,21
515,chr10_157923370,CAB,21,23
516,chr10_157923370,ABC,22,24
517,chr10_157923370,CAB,24,26
518,chr10_157923370,ABC,25,27
519,chr10_158574661,ABC,2,4
520,chr10_158574661,ABC,5,7
521,chr10_158574661,ABC,8,10
522,chr10_163022878,ABC,9,11
523,chr10_163022878,BCDA,10,13
524,chr10_163022878,ABC,15,17
525,chr10_163022878,BCDA,16,19
526,chr10_163022878,ABC,19,21
527,chr10_163022878,BCDA,20,23
528,chr10_163022878,ABC,23,25
529,chr10_163022878,BCA,24,26
530,chr10_163022878,CAB,25,27
531,chr10_163022878,ABC,26,28
532,chr10_163022878,CAB,29,31
533,chr10_163022878,ABC,30,32
534,chr10_163022878,BCA,31,33
535,chr10_163022878,CAB,32,34
536,chr10_163022878,ABC,33,35
537,chr10_163022878,BCA,34,36
538,chr10_163022878,CAB,35,37
539,chr10_163022878,ABC,36,38
540,chr10_163022878,BCA,40,42
541,chr10_163022878,CAB,41,43
542,chr10_163022878,ABC,42,44
543,chr10_163022878,BCA,43,45
544,chr10_163022878,CAB,44,46
545,chr10_163022878,ABC,45,47
546,chr10_163022878,BCA,46,48
547,chr10_163022878,CAB,47,49
548,chr10_163022878,ABC,48,50
549,chr10_163022878,BCA,49,51
550,chr10_163022878,CAB,55,57
551,chr10_163022878,ABC,56,58
552,chr10_163022878,ACBE,63,66
553,chr10_163022878,BEAC,65,68
554,chr10_163022878,ACBE,67,70
555,chr10_163022878,BEAC,69,72
556,chr10_163022878,ACBE,71,74
557,chr10_163022878,BEAC,73,76
558,chr10_163022878,ACBE,75,78
559,chr10_163318494,BABA,11,14
560,chr10_163318494,BAC,13,15
561,chr10_163318494,ACB,14,16
562,chr10_163318494,BABA,16,19
563,chr10_163318494,BAC,18,20
564,chr10_163318494,ACB,21,23
565,chr10_163318494,BAC,23,25
566,chr10_163318494,ACB,24,26
567,chr10_163318494,CBCB,25,28
568,chr10_163318494,BAC,28,30
569,chr10_163318494,ACB,29,31
570,chr10_163318494,CBCB,30,33
571,chr10_163318494,BABA,33,36
572,chr10_163318494,BAC,35,37
573,chr10_163318494,ACB,36,38
574,chr10_163318494,BAC,39,41
575,chr10_163318494,ACB,40,42
576,chr10_163318494,BAC,42,44
577,chr10_163318494,ACB,43,45
578,chr10_163318494,BAC,45,47
579,chr10_163318494,ACB,46,48
580,chr10_163318494,BAC,48,50
581,chr10_163318494,ACB,49,51
582,chr10_163318494,BAC,51,53
583,chr10_163318494,ACB,52,54
584,chr10_163387014,BCD,2,4
585,chr10_163387014,DBC,4,6
586,chr10_163387014,BCD,5,7
587,chr10_163387014,DBC,7,9
588,chr10_163387014,BCD,8,10
589,chr10_163387014,DBC,10,12
590,chr10_163442741,ABC,1,3
591,chr10_163442741,CAB,3,5
592,chr10_163442741,ABC,4,6
593,chr10_163442741,CAB,6,8
594,chr10_163442741,ABC,7,9
595,chr10_163442741,CAB,9,11
596,chr10_163442741,ABC,10,12
597,chr10_163442741,CAB,12,14
598,chr10_163442741,ABC,13,15
599,chr10_163442741,CAB,15,17
600,chr10_163495472,BABC,5,8
601,chr10_163495472,BCD,7,9
602,chr10_163495472,DBAB,9,12
603,chr10_163495472,BABC,10,13
604,chr10_163495472,BCD,12,14
605,chr10_163495472,DBAB,14,17
606,chr10_163495472,BABC,15,18
607,chr10_163495472,BCD,17,19
608,chr10_163495472,BCD,20,22
609,chr10_163495472,BCD,25,27
610,chr10_163495472,BCD,28,30
611,chr10_163541532,ABC,2,4
612,chr10_163541532,ABC,5,7
613,chr10_163541532,ABC,18,20
614,chr10_163717907,BCD,2,4
615,chr10_163717907,BCD,5,7
616,chr10_163717907,BCD,8,10
617,chr10_163717907,BCD,11,13
618,chr10_163717907,BCD,14,16
619,chr10_163717907,BCD,17,19
620,chr10_163717907,BCD,20,22
621,chr10_163717907,BCD,23,25
622,chr10_163717907,BCD,26,28
623,chr10_163727907,BCD,2,4
624,chr10_163727907,BCD,5,7
625,chr10_163727907,BCD,8,10
626,chr10_163727907,BCD,11,13
627,chr10_163727907,BCD,14,16
628,chr10_163727907,BCD,17,19
629,chr10_163727907,BCD,20,22
630,chr10_163727907,BCD,23,25
631,chr10_163727907,BCD,26,28
632,chr10_163727907,BCD,29,31
633,chr10_163727907,BCD,32,34
634,chr10_163727907,DBDB,34,37
635,chr10_163727907,BDBD,35,38
636,chr10_163727907,DBDB,38,41
637,chr10_163727907,BDBD,39,42
638,chr10_173858698,ABC,9,11
639,chr10_173858698,BCD,10,12
640,chr10_173858698,CDE,13,15
641,chr10_173858698,FCGDHCDDIDA,18,28
642,chr10_173858698,DAB,27,29
643,chr10_173858698,ABC,28,30
644,chr10_173858698,BCD,29,31
645,chr10_173858698,CDE,30,32
646,chr10_173858698,DAB,33,35
647,chr10_173858698,ABC,34,36
648,chr10_173858698,BCD,35,37
649,chr10_173858698,BCD,39,41
650,chr10_173858698,FCGDHCDDIDA,44,54
651,chr10_173858698,DAB,53,55
652,chr10_173868698,ABD,7,9
653,chr10_173868698,BDA,8,10
654,chr10_173868698,DAAEAF,9,14
655,chr10_173868698,EAFAAB,12,17
656,chr10_173868698,ABD,16,18
657,chr10_173868698,BDA,17,19
658,chr10_173868698,DADGAAB,18,24
659,chr10_173868698,ABD,23,25
660,chr10_173868698,BDA,24,26
661,chr10_173868698,ABD,28,30
662,chr10_173868698,BDH,29,31
663,chr10_173868698,BDA,32,34
664,chr10_173868698,DAAEAF,33,38
665,chr10_173868698,EAFAAB,36,41
666,chr10_173868698,ABD,40,42
667,chr10_173868698,BDA,41,43
668,chr10_173868698,DADGAAB,42,48
669,chr10_173868698,ABD,47,49
670,chr10_173868698,BDA,48,50
671,chr10_173868698,ABD,52,54
672,chr10_173868698,BDH,53,55
673,chr10_173878698,BCD,3,5
674,chr10_173878698,BCD,21,23
675,chr10_173878698,BCD,28,30
676,chr10_173878698,DGDH,44,47
677,chr10_173878698,DGDH,61,64
678,chr10_173935518,ABCDEFG,1,7
679,chr10_173935518,ABCDEFG,19,25
680,chr10_173935518,IJKBLM,31,36
681,chr10_173935518,IJKBLM,41,46
682,chr10_173945518,EIABCDH,2,8
683,chr10_173945518,DHE,7,9
684,chr10_173945518,HEFG,8,11
685,chr10_173945518,DHE,13,15
686,chr10_173945518,EIABCDH,15,21
687,chr10_173945518,DHE,20,22
688,chr10_173945518,HEFG,21,24
689,chr10_173945518,FGJK,23,26
690,chr10_173945518,FLMFG,28,32
691,chr10_173945518,FGJK,31,34
692,chr10_173945518,JKNF,33,36
693,chr10_173945518,FLMFG,36,40
694,chr10_173945518,FGJK,39,42
695,chr10_173945518,JKNF,41,44
696,chr10_173945518,FLMFG,44,48
697,chr10_173945518,FGJK,47,50
698,chr10_173945518,JKNF,49,52
699,chr10_173955518,ACBDAAEA,13,20
700,chr10_173955518,CBDAAEAA,14,21
701,chr10_173955518,ACBDAAEA,22,29
702,chr10_173955518,CBDAAEAA,23,30
703,chr10_173955518,ACBDAAEA,31,38
704,chr10_173955518,CBDAAEAA,32,39
705,chr10_174016610,CDEBFLGH,20,27
706,chr10_174016610,IJABK,30,34
707,chr10_174016610,CDEBFLGH,35,42
708,chr10_174016610,IJABK,44,48
709,chr10_174099708,ABCB,1,4
710,chr10_174099708,BCBD,2,5
711,chr10_174099708,BDBBEA,4,9
712,chr10_174099708,ABAB,9,12
713,chr10_174099708,ABAB,15,18
714,chr10_174099708,ABCB,17,20
715,chr10_174099708,BCBD,18,21
716,chr10_174099708,BDBBEA,20,25
717,chr10_174099708,BCBD,27,30
718,chr10_174099708,BFBG,32,35
719,chr10_174099708,BCBD,39,42
720,chr10_174099708,BFBG,59,62
721,chr10_174265621,ABLMCDEAFNAAAAOGBPAQHIRJ,6,29
722,chr10_174265621,ABLMCDEAFNAAAAOGBPAQHIRJ,32,55
723,chr10_174365621,GHIJKLMCD,20,28
724,chr10_174365621,CDE,27,29
725,chr10_174365621,DENOA,28,32
726,chr10_174365621,GHIJKLMCD,34,42
727,chr10_174365621,CDE,41,43
728,chr10_174365621,DENOA,42,46
729,chr10_174365621,CDE,49,51
730,chr10_174375621,ABCGDEF,1,7
731,chr10_174375621,CGDEFAB,3,9
732,chr10_174375621,ABCGDEF,8,14
733,chr10_174375621,CGDEFAB,10,16
734,chr10_174473802,BCDAAA,21,26
735,chr10_174473802,AEAB,27,30
736,chr10_174473802,BCDAAA,32,37
737,chr10_174473802,AEAB,39,42
738,chr10_174509400,ABCDEFG,7,13
739,chr10_174509400,ABCDEFG,16,22
740,chr10_174658253,ABCD,2,5
741,chr10_174658253,ABCD,7,10
742,chr10_174668253,DCBAF,11,15
743,chr10_174668253,CBAFD,12,16
744,chr10_174668253,DCBAF,16,20
745,chr10_174668253,CBAFD,17,21
746,chr10_174678253,CDEBB,21,25
747,chr10_174678253,BCD,25,27
748,chr10_174678253,CDEBB,26,30
749,chr10_174678253,EBBFGB,28,33
750,chr10_174678253,BCD,33,35
751,chr10_174678253,CDEBB,34,38
752,chr10_174678253,EBBFGB,36,41
753,chr10_174712735,AEB,1,3
754,chr10_174712735,EBDEC,2,6
